structure, size, time(ns)
splay, 2^10, 491479
splay, 2^11, 372897
veb, 2^8, 1712899
veb, 2^9, 1592101
veb, 2^10, 1675536
veb, 2^11, 1813658
bst, 2^8, 94573
bst, 2^9, 108884
bst, 2^10, 123837
bst, 2^11, 135870
avl, 2^8, 83680
avl, 2^9, 97776
avl, 2^10, 108953
avl, 2^11, 117382
splay, 2^8, 431334
splay, 2^9, 434784
splay, 2^10, 439912
splay, 2^11, 385814
veb, 2^8, 1476519
veb, 2^9, 1662585
veb, 2^10, 1786167
veb, 2^11, 1801141
bst, 2^8, 95733
bst, 2^9, 108981
bst, 2^10, 123125
bst, 2^11, 135101
avl, 2^8, 84359
avl, 2^9, 97900
avl, 2^10, 110915
avl, 2^11, 100540
splay, 2^8, 364929
splay, 2^9, 492904
splay, 2^10, 457579
splay, 2^11, 352367
veb, 2^8, 1562082
veb, 2^9, 1603370
veb, 2^10, 1831271
veb, 2^11, 1762796
bst, 2^8, 94564
bst, 2^9, 107038
bst, 2^10, 123386
bst, 2^11, 133695
avl, 2^8, 83684
avl, 2^9, 82525
avl, 2^10, 93302
avl, 2^11, 105221
splay, 2^8, 367245
splay, 2^9, 417531
splay, 2^10, 435747
splay, 2^11, 406322
veb, 2^8, 1495732
veb, 2^9, 1605404
veb, 2^10, 1611811
veb, 2^11, 1577211
bst, 2^8, 94769
bst, 2^9, 109158
bst, 2^10, 123868
bst, 2^11, 120120
avl, 2^8, 85251
avl, 2^9, 98332
avl, 2^10, 94079
avl, 2^11, 100588
splay, 2^8, 443766
splay, 2^9, 477570
splay, 2^10, 482798
splay, 2^11, 350049
veb, 2^8, 1436095
veb, 2^9, 1482342
veb, 2^10, 1714079
veb, 2^11, 1735048
bst, 2^8, 95665
bst, 2^9, 107605
bst, 2^10, 123883
bst, 2^11, 137210
avl, 2^8, 85080
avl, 2^9, 98871
avl, 2^10, 113001
avl, 2^11, 100860
splay, 2^8, 410199
splay, 2^9, 495890
splay, 2^10, 434160
splay, 2^11, 340415
veb, 2^8, 1551696
veb, 2^9, 1591324
veb, 2^10, 1833707
veb, 2^11, 1710616
bst, 2^8, 79691
bst, 2^9, 93851
bst, 2^10, 104007
bst, 2^11, 124312
avl, 2^8, 84201
avl, 2^9, 96902
avl, 2^10, 140913
avl, 2^11, 100476
splay, 2^8, 386314
splay, 2^9, 500899
splay, 2^10, 430655
splay, 2^11, 399642
veb, 2^8, 1436738
veb, 2^9, 1658279
veb, 2^10, 1717389
veb, 2^11, 1714327
bst, 2^8, 80061
bst, 2^9, 91143
bst, 2^10, 103906
bst, 2^11, 138432
avl, 2^8, 86182
avl, 2^9, 83016
avl, 2^10, 113271
avl, 2^11, 125717
splay, 2^8, 367919
splay, 2^9, 419883
splay, 2^10, 442314
splay, 2^11, 338924
veb, 2^8, 1605291
veb, 2^9, 1483901
veb, 2^10, 1590607
veb, 2^11, 1575383
bst, 2^8, 78749
bst, 2^9, 91036
bst, 2^10, 114994
bst, 2^11, 144774
avl, 2^8, 81949
avl, 2^9, 101373
avl, 2^10, 111974
avl, 2^11, 147400
splay, 2^8, 441026
splay, 2^9, 523254
splay, 2^10, 432092
splay, 2^11, 400994
veb, 2^8, 1626211
veb, 2^9, 1481800
veb, 2^10, 1672347
veb, 2^11, 1712217
bst, 2^8, 80393
bst, 2^9, 91363
bst, 2^10, 104275
bst, 2^11, 113607
avl, 2^8, 70388
avl, 2^9, 83744
avl, 2^10, 114415
avl, 2^11, 102880
splay, 2^8, 366037
splay, 2^9, 415413
splay, 2^10, 432817
splay, 2^11, 408747
veb, 2^8, 1583831
veb, 2^9, 1656091
veb, 2^10, 1732911
veb, 2^11, 1628531
bst, 2^8, 82673
bst, 2^9, 102682
bst, 2^10, 122047
bst, 2^11, 134412
avl, 2^8, 71139
avl, 2^9, 98693
avl, 2^10, 93694
avl, 2^11, 125331
splay, 2^8, 511928
splay, 2^9, 601425
splay, 2^10, 653996
splay, 2^11, 405272
veb, 2^8, 1700990
veb, 2^9, 1889498
veb, 2^10, 1594555
veb, 2^11, 1733234
bst, 2^8, 79424
bst, 2^9, 90284
bst, 2^10, 102309
bst, 2^11, 116770
avl, 2^8, 86062
avl, 2^9, 100040
avl, 2^10, 94371
avl, 2^11, 101056
splay, 2^8, 372547
splay, 2^9, 421263
splay, 2^10, 435140
splay, 2^11, 337920
veb, 2^8, 1606083
veb, 2^9, 1510000
veb, 2^10, 1777680
veb, 2^11, 1608842
bst, 2^8, 93167
bst, 2^9, 107403
bst, 2^10, 144538
bst, 2^11, 135158
avl, 2^8, 84640
avl, 2^9, 100638
avl, 2^10, 94554
avl, 2^11, 133565
splay, 2^8, 451363
splay, 2^9, 437416
splay, 2^10, 433738
splay, 2^11, 339782
veb, 2^8, 1433540
veb, 2^9, 1609697
veb, 2^10, 1655616
veb, 2^11, 1618395
bst, 2^8, 80851
bst, 2^9, 91298
bst, 2^10, 105791
bst, 2^11, 118065
avl, 2^8, 70961
avl, 2^9, 84621
avl, 2^10, 94318
avl, 2^11, 118725
splay, 2^8, 420305
splay, 2^9, 417569
splay, 2^10, 434997
splay, 2^11, 339517
veb, 2^8, 1458524
veb, 2^9, 1575623
veb, 2^10, 1706699
veb, 2^11, 1620047
bst, 2^8, 80713
bst, 2^9, 91119
bst, 2^10, 104507
bst, 2^11, 115260
avl, 2^8, 84213
avl, 2^9, 98064
avl, 2^10, 112181
avl, 2^11, 119670
splay, 2^8, 437572
splay, 2^9, 416293
splay, 2^10, 432053
splay, 2^11, 406439
veb, 2^8, 1577719
veb, 2^9, 1659587
veb, 2^10, 1974908
veb, 2^11, 1769474
bst, 2^8, 102029
bst, 2^9, 89388
bst, 2^10, 122622
bst, 2^11, 134857
avl, 2^8, 84548
avl, 2^9, 82399
avl, 2^10, 94853
avl, 2^11, 107909
splay, 2^8, 372013
splay, 2^9, 418956
splay, 2^10, 471791
splay, 2^11, 383410
veb, 2^8, 1511514
veb, 2^9, 1587714
veb, 2^10, 1717470
veb, 2^11, 1825497
bst, 2^8, 94820
bst, 2^9, 106080
bst, 2^10, 126356
bst, 2^11, 134475
avl, 2^8, 84400
avl, 2^9, 106680
avl, 2^10, 102894
avl, 2^11, 101668
splay, 2^8, 371478
splay, 2^9, 472141
splay, 2^10, 484177
splay, 2^11, 338267
veb, 2^8, 1658096
veb, 2^9, 1481876
veb, 2^10, 1595685
veb, 2^11, 1562744
bst, 2^8, 95606
bst, 2^9, 106376
bst, 2^10, 121888
bst, 2^11, 117268
avl, 2^8, 84750
avl, 2^9, 99112
avl, 2^10, 94940
avl, 2^11, 101896
splay, 2^8, 373043
splay, 2^9, 413165
splay, 2^10, 434638
splay, 2^11, 400984
veb, 2^8, 1597866
veb, 2^9, 1517259
veb, 2^10, 1716682
veb, 2^11, 1790116
bst, 2^8, 93396
bst, 2^9, 106005
bst, 2^10, 123129
bst, 2^11, 137125
avl, 2^8, 84486
avl, 2^9, 98339
avl, 2^10, 112946
avl, 2^11, 126608
splay, 2^8, 439840
splay, 2^9, 519632
splay, 2^10, 515071
splay, 2^11, 403674
veb, 2^8, 1707140
veb, 2^9, 1846355
veb, 2^10, 1850706
veb, 2^11, 1803649
bst, 2^8, 95787
bst, 2^9, 109558
bst, 2^10, 114279
bst, 2^11, 135866
avl, 2^8, 71381
avl, 2^9, 98335
avl, 2^10, 147105
avl, 2^11, 99306
splay, 2^8, 450217
splay, 2^9, 482008
splay, 2^10, 433407
splay, 2^11, 403550
veb, 2^8, 1577294
veb, 2^9, 1714331
veb, 2^10, 1805188
veb, 2^11, 1510524
bst, 2^8, 78630
bst, 2^9, 89476
bst, 2^10, 128033
bst, 2^11, 136762
avl, 2^8, 71637
avl, 2^9, 103065
avl, 2^10, 95110
avl, 2^11, 100019
splay, 2^8, 375545
splay, 2^9, 492433
splay, 2^10, 430956
splay, 2^11, 342658
veb, 2^8, 1602923
veb, 2^9, 1480575
veb, 2^10, 1550937
veb, 2^11, 1791646
bst, 2^8, 101735
bst, 2^9, 106185
bst, 2^10, 123856
bst, 2^11, 135681
avl, 2^8, 84198
avl, 2^9, 108323
avl, 2^10, 124870
avl, 2^11, 120890
splay, 2^8, 373309
splay, 2^9, 493767
splay, 2^10, 433283
splay, 2^11, 378478
veb, 2^8, 1433344
veb, 2^9, 1643602
veb, 2^10, 1716873
veb, 2^11, 1815526
bst, 2^8, 94791
bst, 2^9, 109000
bst, 2^10, 127639
bst, 2^11, 146630
avl, 2^8, 102570
avl, 2^9, 166470
avl, 2^10, 104363
avl, 2^11, 112603
splay, 2^8, 372248
splay, 2^9, 423092
splay, 2^10, 431620
splay, 2^11, 373143
veb, 2^8, 1437479
veb, 2^9, 1579360
veb, 2^10, 1612344
veb, 2^11, 1683700
bst, 2^8, 80773
bst, 2^9, 100776
bst, 2^10, 103540
bst, 2^11, 116491
avl, 2^8, 84248
avl, 2^9, 99416
avl, 2^10, 95121
avl, 2^11, 151722
splay, 2^8, 584157
splay, 2^9, 506653
splay, 2^10, 517535
splay, 2^11, 338954
veb, 2^8, 1647752
veb, 2^9, 1666204
veb, 2^10, 1588344
veb, 2^11, 1694490
bst, 2^8, 78692
bst, 2^9, 92185
bst, 2^10, 104479
bst, 2^11, 114225
avl, 2^8, 84446
avl, 2^9, 83022
avl, 2^10, 117873
avl, 2^11, 130359
splay, 2^8, 379269
splay, 2^9, 421443
splay, 2^10, 433375
splay, 2^11, 338241
veb, 2^8, 1584495
veb, 2^9, 1628095
veb, 2^10, 1713347
veb, 2^11, 1727914
bst, 2^8, 79351
bst, 2^9, 90938
bst, 2^10, 102271
bst, 2^11, 128372
avl, 2^8, 71263
avl, 2^9, 81460
avl, 2^10, 115338
avl, 2^11, 112341
splay, 2^8, 367172
splay, 2^9, 416511
splay, 2^10, 472175
splay, 2^11, 447325
veb, 2^8, 1608831
veb, 2^9, 1583236
veb, 2^10, 1801589
veb, 2^11, 1514315
bst, 2^8, 81220
bst, 2^9, 91362
bst, 2^10, 123734
bst, 2^11, 136196
avl, 2^8, 71326
avl, 2^9, 82953
avl, 2^10, 95054
avl, 2^11, 126425
splay, 2^8, 456022
splay, 2^9, 497971
splay, 2^10, 519981
splay, 2^11, 337365
veb, 2^8, 1642542
veb, 2^9, 1746460
veb, 2^10, 1722740
veb, 2^11, 1737757
bst, 2^8, 94451
bst, 2^9, 106786
bst, 2^10, 121978
bst, 2^11, 115249
avl, 2^8, 73376
avl, 2^9, 83520
avl, 2^10, 94112
avl, 2^11, 101280
splay, 2^8, 371635
splay, 2^9, 414324
splay, 2^10, 471728
splay, 2^11, 338556
veb, 2^8, 1699193
veb, 2^9, 1595417
veb, 2^10, 1828185
veb, 2^11, 1516126
bst, 2^8, 93153
bst, 2^9, 106089
bst, 2^10, 122168
bst, 2^11, 136202
avl, 2^8, 70992
avl, 2^9, 83095
avl, 2^10, 112384
avl, 2^11, 122672
splay, 2^8, 440577
splay, 2^9, 414871
splay, 2^10, 504869
splay, 2^11, 336914
veb, 2^8, 1557300
veb, 2^9, 1636470
veb, 2^10, 1661652
veb, 2^11, 1739237
bst, 2^8, 93326
bst, 2^9, 105922
bst, 2^10, 109336
bst, 2^11, 116170
avl, 2^8, 71286
avl, 2^9, 99148
avl, 2^10, 96302
avl, 2^11, 103673
splay, 2^8, 378214
splay, 2^9, 414088
splay, 2^10, 436744
splay, 2^11, 400015
veb, 2^8, 1518920
veb, 2^9, 1483691
veb, 2^10, 1547105
veb, 2^11, 1524278
bst, 2^8, 95064
bst, 2^9, 107435
bst, 2^10, 121988
bst, 2^11, 116067
avl, 2^8, 76904
avl, 2^9, 82681
avl, 2^10, 113357
avl, 2^11, 138524
splay, 2^8, 468715
splay, 2^9, 447410
splay, 2^10, 514236
splay, 2^11, 379646
veb, 2^8, 1779204
veb, 2^9, 1847859
veb, 2^10, 1610278
veb, 2^11, 1782785
bst, 2^8, 79611
bst, 2^9, 100404
bst, 2^10, 103211
bst, 2^11, 115096
avl, 2^8, 70920
avl, 2^9, 104960
avl, 2^10, 109649
avl, 2^11, 100351
splay, 2^8, 376658
splay, 2^9, 417178
splay, 2^10, 429492
splay, 2^11, 401700
veb, 2^8, 1726496
veb, 2^9, 1756433
veb, 2^10, 1652867
veb, 2^11, 1808899
bst, 2^8, 96437
bst, 2^9, 108304
bst, 2^10, 124675
bst, 2^11, 137236
avl, 2^8, 83955
avl, 2^9, 99042
avl, 2^10, 113783
avl, 2^11, 102251
splay, 2^8, 444214
splay, 2^9, 492130
splay, 2^10, 433708
splay, 2^11, 343410
veb, 2^8, 1511006
veb, 2^9, 1652984
veb, 2^10, 1550308
veb, 2^11, 1603568
bst, 2^8, 93136
bst, 2^9, 106957
bst, 2^10, 105019
bst, 2^11, 117195
avl, 2^8, 71100
avl, 2^9, 99199
avl, 2^10, 96006
avl, 2^11, 120793
splay, 2^8, 432051
splay, 2^9, 417008
splay, 2^10, 518031
splay, 2^11, 338754
veb, 2^8, 1702189
veb, 2^9, 1580051
veb, 2^10, 1553076
veb, 2^11, 1783315
bst, 2^8, 79158
bst, 2^9, 107022
bst, 2^10, 123420
bst, 2^11, 135777
avl, 2^8, 71846
avl, 2^9, 97757
avl, 2^10, 94556
avl, 2^11, 101130
splay, 2^8, 368755
splay, 2^9, 414383
splay, 2^10, 433493
splay, 2^11, 338523
veb, 2^8, 1527481
veb, 2^9, 1615414
veb, 2^10, 1676048
veb, 2^11, 1514965
bst, 2^8, 78487
bst, 2^9, 90060
bst, 2^10, 103698
bst, 2^11, 114795
avl, 2^8, 71548
avl, 2^9, 82607
avl, 2^10, 114074
avl, 2^11, 102373
splay, 2^8, 370862
splay, 2^9, 414275
splay, 2^10, 432265
splay, 2^11, 336654
veb, 2^8, 1567128
veb, 2^9, 1685549
veb, 2^10, 1770874
veb, 2^11, 1819509
bst, 2^8, 95798
bst, 2^9, 108715
bst, 2^10, 125697
bst, 2^11, 242281
avl, 2^8, 127764
avl, 2^9, 148801
avl, 2^10, 96488
avl, 2^11, 123191
splay, 2^8, 443562
splay, 2^9, 492620
splay, 2^10, 510137
splay, 2^11, 403109
veb, 2^8, 1709464
veb, 2^9, 1764018
veb, 2^10, 1756677
veb, 2^11, 1703366
bst, 2^8, 78980
bst, 2^9, 89630
bst, 2^10, 109746
bst, 2^11, 137201
avl, 2^8, 84992
avl, 2^9, 98029
avl, 2^10, 96233
avl, 2^11, 100503
splay, 2^8, 376371
splay, 2^9, 492999
splay, 2^10, 453295
splay, 2^11, 402182
veb, 2^8, 1589811
veb, 2^9, 1645973
veb, 2^10, 1669031
veb, 2^11, 1513344
bst, 2^8, 78984
bst, 2^9, 102838
bst, 2^10, 103408
bst, 2^11, 115777
avl, 2^8, 85482
avl, 2^9, 98209
avl, 2^10, 95585
avl, 2^11, 107717
splay, 2^8, 367264
splay, 2^9, 416058
splay, 2^10, 435291
splay, 2^11, 405298
veb, 2^8, 1440005
veb, 2^9, 1773620
veb, 2^10, 1716431
veb, 2^11, 1522811
bst, 2^8, 78528
bst, 2^9, 118551
bst, 2^10, 122842
bst, 2^11, 135433
avl, 2^8, 72139
avl, 2^9, 83089
avl, 2^10, 94401
avl, 2^11, 124658
splay, 2^8, 435338
splay, 2^9, 453320
splay, 2^10, 510284
splay, 2^11, 335980
veb, 2^8, 1662598
veb, 2^9, 1479495
veb, 2^10, 1549872
veb, 2^11, 1792501
bst, 2^8, 77773
bst, 2^9, 100090
bst, 2^10, 103818
bst, 2^11, 113551
avl, 2^8, 71611
avl, 2^9, 83986
avl, 2^10, 95136
avl, 2^11, 100309
splay, 2^8, 445868
splay, 2^9, 463408
splay, 2^10, 434071
splay, 2^11, 340213
veb, 2^8, 1431814
veb, 2^9, 1595009
veb, 2^10, 1550679
veb, 2^11, 1681014
bst, 2^8, 81734
bst, 2^9, 91734
bst, 2^10, 105945
bst, 2^11, 118602
avl, 2^8, 70575
avl, 2^9, 82877
avl, 2^10, 94081
avl, 2^11, 100690
splay, 2^8, 428457
splay, 2^9, 501720
splay, 2^10, 434097
splay, 2^11, 343322
veb, 2^8, 1506573
veb, 2^9, 1654494
veb, 2^10, 1546780
veb, 2^11, 1671437
bst, 2^8, 81729
bst, 2^9, 92022
bst, 2^10, 103961
bst, 2^11, 115940
avl, 2^8, 71840
avl, 2^9, 82815
avl, 2^10, 94496
avl, 2^11, 100136
splay, 2^8, 403092
splay, 2^9, 493497
splay, 2^10, 443684
splay, 2^11, 338436
veb, 2^8, 1438040
veb, 2^9, 1478511
veb, 2^10, 1552856
veb, 2^11, 1624548
bst, 2^8, 105404
bst, 2^9, 90833
bst, 2^10, 105317
bst, 2^11, 121114
avl, 2^8, 70886
avl, 2^9, 98108
avl, 2^10, 112530
avl, 2^11, 121234
splay, 2^8, 437996
splay, 2^9, 445329
splay, 2^10, 529387
splay, 2^11, 335466
veb, 2^8, 1443182
veb, 2^9, 1503446
veb, 2^10, 1622971
veb, 2^11, 1657187
bst, 2^8, 95974
bst, 2^9, 106072
bst, 2^10, 123609
bst, 2^11, 115322
avl, 2^8, 71462
avl, 2^9, 98120
avl, 2^10, 94822
avl, 2^11, 100784
splay, 2^8, 371537
splay, 2^9, 495728
splay, 2^10, 431702
splay, 2^11, 381460
veb, 2^8, 1430386
veb, 2^9, 1621268
veb, 2^10, 1554682
veb, 2^11, 1611012
bst, 2^8, 95476
bst, 2^9, 108637
bst, 2^10, 104738
bst, 2^11, 113411
avl, 2^8, 71180
avl, 2^9, 99957
avl, 2^10, 94781
avl, 2^11, 122886
splay, 2^8, 437137
splay, 2^9, 492282
splay, 2^10, 512069
splay, 2^11, 453268
veb, 2^8, 1734054
veb, 2^9, 1821196
veb, 2^10, 1839930
veb, 2^11, 1658618
bst, 2^8, 94435
bst, 2^9, 116026
bst, 2^10, 123792
bst, 2^11, 134416
avl, 2^8, 73530
avl, 2^9, 99124
avl, 2^10, 96319
avl, 2^11, 119000
splay, 2^8, 419011
splay, 2^9, 421129
splay, 2^10, 522568
splay, 2^11, 341502
veb, 2^8, 1577791
veb, 2^9, 1483154
veb, 2^10, 1871683
veb, 2^11, 1522129
bst, 2^8, 78701
bst, 2^9, 90034
bst, 2^10, 104365
bst, 2^11, 127914
avl, 2^8, 70702
avl, 2^9, 84931
avl, 2^10, 94996
avl, 2^11, 100470
splay, 2^8, 423325
splay, 2^9, 495842
splay, 2^10, 523035
splay, 2^11, 341703
veb, 2^8, 1656436
veb, 2^9, 1653972
veb, 2^10, 1547113
veb, 2^11, 1514003
bst, 2^8, 80202
bst, 2^9, 91628
bst, 2^10, 111626
bst, 2^11, 116534
avl, 2^8, 70723
avl, 2^9, 83513
avl, 2^10, 105765
avl, 2^11, 100092
splay, 2^8, 373710
splay, 2^9, 416252
splay, 2^10, 429777
splay, 2^11, 337323
veb, 2^8, 1644077
veb, 2^9, 1514451
veb, 2^10, 1861173
veb, 2^11, 1703347
bst, 2^8, 80006
bst, 2^9, 89743
bst, 2^10, 123465
bst, 2^11, 135740
avl, 2^8, 94257
avl, 2^9, 99470
avl, 2^10, 96625
avl, 2^11, 120135
splay, 2^8, 441131
splay, 2^9, 496255
splay, 2^10, 486898
splay, 2^11, 337680
veb, 2^8, 1580468
veb, 2^9, 1762472
veb, 2^10, 1685315
veb, 2^11, 1596750
bst, 2^8, 80353
bst, 2^9, 158747
bst, 2^10, 127442
bst, 2^11, 135849
avl, 2^8, 84269
avl, 2^9, 101524
avl, 2^10, 130941
avl, 2^11, 118555
splay, 2^8, 375297
splay, 2^9, 421603
splay, 2^10, 515817
splay, 2^11, 385662
veb, 2^8, 1590755
veb, 2^9, 1615345
veb, 2^10, 1743805
veb, 2^11, 1776050
bst, 2^8, 100738
bst, 2^9, 92648
bst, 2^10, 128825
bst, 2^11, 134362
avl, 2^8, 71115
avl, 2^9, 82474
avl, 2^10, 94415
avl, 2^11, 101868
splay, 2^8, 373382
splay, 2^9, 463727
splay, 2^10, 515885
splay, 2^11, 341199
veb, 2^8, 1537482
veb, 2^9, 1607928
veb, 2^10, 1711761
veb, 2^11, 1514038
bst, 2^8, 80129
bst, 2^9, 92276
bst, 2^10, 107061
bst, 2^11, 138063
avl, 2^8, 86423
avl, 2^9, 82375
avl, 2^10, 94060
avl, 2^11, 101288
splay, 2^8, 419174
splay, 2^9, 502515
splay, 2^10, 490847
splay, 2^11, 336113
veb, 2^8, 1435283
veb, 2^9, 1483625
veb, 2^10, 1629882
veb, 2^11, 1517668
bst, 2^8, 80333
bst, 2^9, 104423
bst, 2^10, 125573
bst, 2^11, 137992
avl, 2^8, 70967
avl, 2^9, 97791
avl, 2^10, 94291
avl, 2^11, 107048
splay, 2^8, 370218
splay, 2^9, 413936
splay, 2^10, 515956
splay, 2^11, 376220
veb, 2^8, 1458423
veb, 2^9, 1666407
veb, 2^10, 1711905
veb, 2^11, 1860179
bst, 2^8, 94462
bst, 2^9, 107509
bst, 2^10, 122210
bst, 2^11, 141031
avl, 2^8, 85880
avl, 2^9, 84002
avl, 2^10, 104452
avl, 2^11, 123798
splay, 2^8, 372132
splay, 2^9, 416067
splay, 2^10, 510721
splay, 2^11, 400449
veb, 2^8, 1721631
veb, 2^9, 1646312
veb, 2^10, 1548513
veb, 2^11, 1744569
bst, 2^8, 100717
bst, 2^9, 90858
bst, 2^10, 102846
bst, 2^11, 114557
avl, 2^8, 71005
avl, 2^9, 97434
avl, 2^10, 94560
avl, 2^11, 107696
splay, 2^8, 367672
splay, 2^9, 492746
splay, 2^10, 513048
splay, 2^11, 408286
veb, 2^8, 1610831
veb, 2^9, 1647276
veb, 2^10, 1923616
veb, 2^11, 1643693
bst, 2^8, 79195
bst, 2^9, 90185
bst, 2^10, 105089
bst, 2^11, 115316
avl, 2^8, 70913
avl, 2^9, 83723
avl, 2^10, 112359
avl, 2^11, 102294
splay, 2^8, 376545
splay, 2^9, 415680
splay, 2^10, 497235
splay, 2^11, 373860
veb, 2^8, 1586183
veb, 2^9, 1623425
veb, 2^10, 1825389
veb, 2^11, 1658360
bst, 2^8, 95482
bst, 2^9, 100943
bst, 2^10, 137869
bst, 2^11, 140623
avl, 2^8, 71180
avl, 2^9, 82346
avl, 2^10, 93688
avl, 2^11, 99918
splay, 2^8, 366591
splay, 2^9, 419980
splay, 2^10, 461707
splay, 2^11, 424125
veb, 2^8, 1446715
veb, 2^9, 1650397
veb, 2^10, 1662046
veb, 2^11, 1649031
