structure, size, time(ns)
avl, 2^9, 84022
avl, 2^10, 96217
avl, 2^11, 128808
splay, 2^8, 420861
splay, 2^9, 417446
splay, 2^10, 472811
splay, 2^11, 567476
veb, 2^8, 1600106
veb, 2^9, 1615958
veb, 2^10, 1906487
veb, 2^11, 2097582
bst, 2^8, 107281
bst, 2^9, 118799
bst, 2^10, 135062
bst, 2^11, 159341
avl, 2^8, 81508
avl, 2^9, 101194
avl, 2^10, 98343
avl, 2^11, 107972
splay, 2^8, 358622
splay, 2^9, 423848
splay, 2^10, 476928
splay, 2^11, 485369
veb, 2^8, 1467406
veb, 2^9, 1675536
veb, 2^10, 1693957
veb, 2^11, 1705016
bst, 2^8, 78270
bst, 2^9, 97104
bst, 2^10, 105676
bst, 2^11, 123115
avl, 2^8, 81067
avl, 2^9, 96626
avl, 2^10, 118176
avl, 2^11, 105400
splay, 2^8, 354453
splay, 2^9, 458043
splay, 2^10, 576118
splay, 2^11, 566660
veb, 2^8, 1471639
veb, 2^9, 1652588
veb, 2^10, 1718475
veb, 2^11, 1865177
bst, 2^8, 91051
bst, 2^9, 111441
bst, 2^10, 107476
bst, 2^11, 130341
avl, 2^8, 80692
avl, 2^9, 80342
avl, 2^10, 113276
avl, 2^11, 104847
splay, 2^8, 365930
splay, 2^9, 498527
splay, 2^10, 546106
splay, 2^11, 509273
veb, 2^8, 1662367
veb, 2^9, 1791060
veb, 2^10, 1763261
veb, 2^11, 2062040
bst, 2^8, 76350
bst, 2^9, 87616
bst, 2^10, 104760
bst, 2^11, 123115
avl, 2^8, 70449
avl, 2^9, 99657
avl, 2^10, 123529
avl, 2^11, 143207
splay, 2^8, 424227
splay, 2^9, 504915
splay, 2^10, 479247
splay, 2^11, 483679
veb, 2^8, 1435927
veb, 2^9, 1497870
veb, 2^10, 1790397
veb, 2^11, 1961807
bst, 2^8, 77679
bst, 2^9, 91371
bst, 2^10, 109993
bst, 2^11, 122603
avl, 2^8, 68102
avl, 2^9, 81781
avl, 2^10, 95041
avl, 2^11, 124304
splay, 2^8, 429449
splay, 2^9, 420141
splay, 2^10, 477824
splay, 2^11, 482901
veb, 2^8, 1518965
veb, 2^9, 1674910
veb, 2^10, 1823607
veb, 2^11, 1916359
bst, 2^8, 77023
bst, 2^9, 89015
bst, 2^10, 105900
bst, 2^11, 124983
avl, 2^8, 68762
avl, 2^9, 97434
avl, 2^10, 115031
avl, 2^11, 105966
splay, 2^8, 351761
splay, 2^9, 465031
splay, 2^10, 564609
splay, 2^11, 588033
veb, 2^8, 1721111
veb, 2^9, 1778464
veb, 2^10, 1918250
veb, 2^11, 1748531
bst, 2^8, 98348
bst, 2^9, 105924
bst, 2^10, 126326
bst, 2^11, 147030
avl, 2^8, 70058
avl, 2^9, 97601
avl, 2^10, 96998
avl, 2^11, 106746
splay, 2^8, 354409
splay, 2^9, 425178
splay, 2^10, 473731
splay, 2^11, 481888
veb, 2^8, 1614358
veb, 2^9, 1510831
veb, 2^10, 1600826
veb, 2^11, 2077203
bst, 2^8, 100654
bst, 2^9, 118078
bst, 2^10, 137775
bst, 2^11, 154286
avl, 2^8, 88193
avl, 2^9, 127749
avl, 2^10, 121498
avl, 2^11, 162295
splay, 2^8, 548429
splay, 2^9, 510652
splay, 2^10, 473486
splay, 2^11, 566785
veb, 2^8, 1494887
veb, 2^9, 1674648
veb, 2^10, 1906472
veb, 2^11, 1870729
bst, 2^8, 78379
bst, 2^9, 89419
bst, 2^10, 125799
bst, 2^11, 146150
avl, 2^8, 67996
avl, 2^9, 101322
avl, 2^10, 126793
avl, 2^11, 104650
splay, 2^8, 374014
splay, 2^9, 419303
splay, 2^10, 512646
splay, 2^11, 500159
veb, 2^8, 1584985
veb, 2^9, 1707123
veb, 2^10, 1767587
veb, 2^11, 2028072
bst, 2^8, 90299
bst, 2^9, 105945
bst, 2^10, 123024
bst, 2^11, 142844
avl, 2^8, 82132
avl, 2^9, 97494
avl, 2^10, 118998
avl, 2^11, 126319
splay, 2^8, 424225
splay, 2^9, 458303
splay, 2^10, 555636
splay, 2^11, 555514
veb, 2^8, 1562486
veb, 2^9, 1502902
veb, 2^10, 1905478
veb, 2^11, 2022385
bst, 2^8, 91247
bst, 2^9, 106309
bst, 2^10, 128528
bst, 2^11, 144493
avl, 2^8, 80888
avl, 2^9, 94526
avl, 2^10, 111116
avl, 2^11, 104994
splay, 2^8, 356001
splay, 2^9, 417814
splay, 2^10, 563369
splay, 2^11, 567813
veb, 2^8, 1707803
veb, 2^9, 1504208
veb, 2^10, 1858412
veb, 2^11, 1702836
bst, 2^8, 77912
bst, 2^9, 89384
bst, 2^10, 107230
bst, 2^11, 126186
avl, 2^8, 92561
avl, 2^9, 95526
avl, 2^10, 95850
avl, 2^11, 134161
splay, 2^8, 420116
splay, 2^9, 509182
splay, 2^10, 566470
splay, 2^11, 557515
veb, 2^8, 1502391
veb, 2^9, 1719320
veb, 2^10, 1602491
veb, 2^11, 1699983
bst, 2^8, 77226
bst, 2^9, 90985
bst, 2^10, 105456
bst, 2^11, 122583
avl, 2^8, 68276
avl, 2^9, 83360
avl, 2^10, 111698
avl, 2^11, 104969
splay, 2^8, 394584
splay, 2^9, 495184
splay, 2^10, 472593
splay, 2^11, 571714
veb, 2^8, 1630169
veb, 2^9, 1701171
veb, 2^10, 1832575
veb, 2^11, 1699910
bst, 2^8, 78624
bst, 2^9, 89706
bst, 2^10, 105676
bst, 2^11, 156056
avl, 2^8, 79973
avl, 2^9, 97041
avl, 2^10, 111841
avl, 2^11, 126553
splay, 2^8, 425882
splay, 2^9, 445593
splay, 2^10, 479515
splay, 2^11, 479822
veb, 2^8, 1477075
veb, 2^9, 1521597
veb, 2^10, 1601742
veb, 2^11, 1887586
bst, 2^8, 78009
bst, 2^9, 94711
bst, 2^10, 105389
bst, 2^11, 122207
avl, 2^8, 67594
avl, 2^9, 80742
avl, 2^10, 114171
avl, 2^11, 123987
splay, 2^8, 420863
splay, 2^9, 463638
splay, 2^10, 472237
splay, 2^11, 570583
veb, 2^8, 1503153
veb, 2^9, 1669508
veb, 2^10, 1786136
veb, 2^11, 1704498
bst, 2^8, 76906
bst, 2^9, 90028
bst, 2^10, 107403
bst, 2^11, 121549
avl, 2^8, 80168
avl, 2^9, 88620
avl, 2^10, 95788
avl, 2^11, 126916
splay, 2^8, 421765
splay, 2^9, 510494
splay, 2^10, 644186
splay, 2^11, 584102
veb, 2^8, 1708265
veb, 2^9, 1849501
veb, 2^10, 1669954
veb, 2^11, 1762532
bst, 2^8, 77201
bst, 2^9, 87857
bst, 2^10, 104978
bst, 2^11, 120648
avl, 2^8, 81177
avl, 2^9, 104929
avl, 2^10, 112768
avl, 2^11, 129469
splay, 2^8, 431190
splay, 2^9, 498759
splay, 2^10, 495857
splay, 2^11, 573443
veb, 2^8, 1604065
veb, 2^9, 1515035
veb, 2^10, 1774747
veb, 2^11, 1884624
bst, 2^8, 77827
bst, 2^9, 91771
bst, 2^10, 105730
bst, 2^11, 130998
avl, 2^8, 80789
avl, 2^9, 80721
avl, 2^10, 95539
avl, 2^11, 127282
splay, 2^8, 353591
splay, 2^9, 417861
splay, 2^10, 475471
splay, 2^11, 525391
veb, 2^8, 1602789
veb, 2^9, 1499568
veb, 2^10, 1603964
veb, 2^11, 1951871
bst, 2^8, 86000
bst, 2^9, 89093
bst, 2^10, 107025
bst, 2^11, 125345
avl, 2^8, 68603
avl, 2^9, 98244
avl, 2^10, 97001
avl, 2^11, 125576
splay, 2^8, 355145
splay, 2^9, 427985
splay, 2^10, 475556
splay, 2^11, 532080
veb, 2^8, 1441737
veb, 2^9, 1589817
veb, 2^10, 1903275
veb, 2^11, 1704420
bst, 2^8, 78182
bst, 2^9, 98531
bst, 2^10, 105785
bst, 2^11, 123413
avl, 2^8, 81009
avl, 2^9, 81542
avl, 2^10, 100685
avl, 2^11, 105956
splay, 2^8, 351374
splay, 2^9, 417274
splay, 2^10, 559246
splay, 2^11, 571166
veb, 2^8, 1438535
veb, 2^9, 1798286
veb, 2^10, 1889971
veb, 2^11, 2031293
bst, 2^8, 90655
bst, 2^9, 105632
bst, 2^10, 129360
bst, 2^11, 164173
avl, 2^8, 81215
avl, 2^9, 97420
avl, 2^10, 113377
avl, 2^11, 130470
splay, 2^8, 424749
splay, 2^9, 501907
splay, 2^10, 576385
splay, 2^11, 483389
veb, 2^8, 1650043
veb, 2^9, 1504822
veb, 2^10, 1651547
veb, 2^11, 2024390
bst, 2^8, 86460
bst, 2^9, 89848
bst, 2^10, 126450
bst, 2^11, 151960
avl, 2^8, 71065
avl, 2^9, 90133
avl, 2^10, 96665
avl, 2^11, 129281
splay, 2^8, 431780
splay, 2^9, 468764
splay, 2^10, 474905
splay, 2^11, 486166
veb, 2^8, 1493790
veb, 2^9, 1584976
veb, 2^10, 1600718
veb, 2^11, 1907217
bst, 2^8, 78310
bst, 2^9, 98978
bst, 2^10, 106673
bst, 2^11, 123467
avl, 2^8, 69687
avl, 2^9, 97746
avl, 2^10, 94192
avl, 2^11, 131123
splay, 2^8, 417311
splay, 2^9, 492934
splay, 2^10, 572521
splay, 2^11, 580136
veb, 2^8, 1702418
veb, 2^9, 1776656
veb, 2^10, 1901796
veb, 2^11, 2026197
bst, 2^8, 91135
bst, 2^9, 103331
bst, 2^10, 127878
bst, 2^11, 143447
avl, 2^8, 67634
avl, 2^9, 95115
avl, 2^10, 119136
avl, 2^11, 105674
splay, 2^8, 356833
splay, 2^9, 422362
splay, 2^10, 566219
splay, 2^11, 486551
veb, 2^8, 1708246
veb, 2^9, 1565902
veb, 2^10, 1747969
veb, 2^11, 1708206
bst, 2^8, 77629
bst, 2^9, 102671
bst, 2^10, 125631
bst, 2^11, 149856
avl, 2^8, 67895
avl, 2^9, 96097
avl, 2^10, 95672
avl, 2^11, 136428
splay, 2^8, 355760
splay, 2^9, 419607
splay, 2^10, 564843
splay, 2^11, 481414
veb, 2^8, 1602776
veb, 2^9, 1499054
veb, 2^10, 1860661
veb, 2^11, 2024320
bst, 2^8, 90876
bst, 2^9, 105683
bst, 2^10, 122647
bst, 2^11, 141816
avl, 2^8, 81649
avl, 2^9, 109900
avl, 2^10, 95873
avl, 2^11, 124084
splay, 2^8, 415779
splay, 2^9, 416908
splay, 2^10, 475004
splay, 2^11, 479728
veb, 2^8, 1479241
veb, 2^9, 1499534
veb, 2^10, 1600987
veb, 2^11, 1869138
bst, 2^8, 77012
bst, 2^9, 113164
bst, 2^10, 126388
bst, 2^11, 141451
avl, 2^8, 69201
avl, 2^9, 82331
avl, 2^10, 112798
avl, 2^11, 140319
splay, 2^8, 431253
splay, 2^9, 503091
splay, 2^10, 497082
splay, 2^11, 552530
veb, 2^8, 1603534
veb, 2^9, 1499537
veb, 2^10, 1612166
veb, 2^11, 1865168
bst, 2^8, 83244
bst, 2^9, 89408
bst, 2^10, 105909
bst, 2^11, 125299
avl, 2^8, 66840
avl, 2^9, 95763
avl, 2^10, 95938
avl, 2^11, 107120
splay, 2^8, 357046
splay, 2^9, 500477
splay, 2^10, 564256
splay, 2^11, 489417
veb, 2^8, 1533547
veb, 2^9, 1705259
veb, 2^10, 1603716
veb, 2^11, 1699976
bst, 2^8, 81073
bst, 2^9, 95223
bst, 2^10, 105599
bst, 2^11, 120701
avl, 2^8, 70257
avl, 2^9, 82603
avl, 2^10, 121416
avl, 2^11, 109488
splay, 2^8, 407635
splay, 2^9, 510231
splay, 2^10, 564433
splay, 2^11, 487158
veb, 2^8, 1447391
veb, 2^9, 1787586
veb, 2^10, 1610965
veb, 2^11, 2024362
bst, 2^8, 95565
bst, 2^9, 106891
bst, 2^10, 125929
bst, 2^11, 149553
avl, 2^8, 81289
avl, 2^9, 103791
avl, 2^10, 114184
avl, 2^11, 126104
splay, 2^8, 421543
splay, 2^9, 498488
splay, 2^10, 559027
splay, 2^11, 491839
veb, 2^8, 1602166
veb, 2^9, 1630569
veb, 2^10, 1772100
veb, 2^11, 1882156
bst, 2^8, 93837
bst, 2^9, 116911
bst, 2^10, 123488
bst, 2^11, 131556
avl, 2^8, 82978
avl, 2^9, 96802
avl, 2^10, 95190
avl, 2^11, 126351
splay, 2^8, 420745
splay, 2^9, 420994
splay, 2^10, 558477
splay, 2^11, 533823
veb, 2^8, 1436038
veb, 2^9, 1776959
veb, 2^10, 1776262
veb, 2^11, 1872649
bst, 2^8, 91628
bst, 2^9, 104176
bst, 2^10, 111096
bst, 2^11, 147940
avl, 2^8, 68459
avl, 2^9, 82033
avl, 2^10, 94923
avl, 2^11, 129297
splay, 2^8, 416042
splay, 2^9, 493945
splay, 2^10, 475751
splay, 2^11, 482150
veb, 2^8, 1727010
veb, 2^9, 1635401
veb, 2^10, 1909161
veb, 2^11, 1706142
bst, 2^8, 91657
bst, 2^9, 106497
bst, 2^10, 129277
bst, 2^11, 141692
avl, 2^8, 80032
avl, 2^9, 96032
avl, 2^10, 95688
avl, 2^11, 124016
splay, 2^8, 367047
splay, 2^9, 511045
splay, 2^10, 484393
splay, 2^11, 486371
veb, 2^8, 1512230
veb, 2^9, 1679379
veb, 2^10, 1648665
veb, 2^11, 1952482
bst, 2^8, 96836
bst, 2^9, 88957
bst, 2^10, 106395
bst, 2^11, 123574
avl, 2^8, 67925
avl, 2^9, 80466
avl, 2^10, 94187
avl, 2^11, 108328
splay, 2^8, 349621
splay, 2^9, 417891
splay, 2^10, 468872
splay, 2^11, 581969
veb, 2^8, 1600402
veb, 2^9, 1631770
veb, 2^10, 1751438
veb, 2^11, 1700172
bst, 2^8, 77045
bst, 2^9, 90477
bst, 2^10, 114891
bst, 2^11, 121697
avl, 2^8, 79491
avl, 2^9, 81713
avl, 2^10, 118843
avl, 2^11, 129434
splay, 2^8, 426634
splay, 2^9, 417874
splay, 2^10, 472926
splay, 2^11, 539962
veb, 2^8, 1445758
veb, 2^9, 1761124
veb, 2^10, 1829776
veb, 2^11, 1821108
bst, 2^8, 92573
bst, 2^9, 105284
bst, 2^10, 126322
bst, 2^11, 124102
avl, 2^8, 69475
avl, 2^9, 83801
avl, 2^10, 97666
avl, 2^11, 109612
splay, 2^8, 356898
splay, 2^9, 478839
splay, 2^10, 562644
splay, 2^11, 494380
veb, 2^8, 1436339
veb, 2^9, 1803253
veb, 2^10, 1643300
veb, 2^11, 1833428
bst, 2^8, 91761
bst, 2^9, 90999
bst, 2^10, 105318
bst, 2^11, 123297
avl, 2^8, 69015
avl, 2^9, 82534
avl, 2^10, 136681
avl, 2^11, 126041
splay, 2^8, 415028
splay, 2^9, 487947
splay, 2^10, 541530
splay, 2^11, 481991
veb, 2^8, 1619435
veb, 2^9, 1719969
veb, 2^10, 1667840
veb, 2^11, 1884304
bst, 2^8, 77602
bst, 2^9, 105715
bst, 2^10, 128120
bst, 2^11, 145434
avl, 2^8, 80718
avl, 2^9, 98839
avl, 2^10, 95927
avl, 2^11, 109867
splay, 2^8, 360356
splay, 2^9, 418491
splay, 2^10, 570673
splay, 2^11, 479513
veb, 2^8, 1627788
veb, 2^9, 1780759
veb, 2^10, 1756873
veb, 2^11, 1760019
bst, 2^8, 81187
bst, 2^9, 106595
bst, 2^10, 124713
bst, 2^11, 144734
avl, 2^8, 68618
avl, 2^9, 95853
avl, 2^10, 96490
avl, 2^11, 105480
splay, 2^8, 353224
splay, 2^9, 455819
splay, 2^10, 548484
splay, 2^11, 615843
veb, 2^8, 1436300
veb, 2^9, 1781492
veb, 2^10, 1793975
veb, 2^11, 1906876
bst, 2^8, 79719
bst, 2^9, 107358
bst, 2^10, 129725
bst, 2^11, 142446
avl, 2^8, 67598
avl, 2^9, 81354
avl, 2^10, 111661
avl, 2^11, 125534
splay, 2^8, 361381
splay, 2^9, 418367
splay, 2^10, 474850
splay, 2^11, 481761
veb, 2^8, 1587110
veb, 2^9, 1499872
veb, 2^10, 1603911
veb, 2^11, 1956425
bst, 2^8, 96862
bst, 2^9, 106878
bst, 2^10, 126193
bst, 2^11, 147726
avl, 2^8, 69125
avl, 2^9, 97836
avl, 2^10, 96376
avl, 2^11, 106246
splay, 2^8, 360671
splay, 2^9, 500730
splay, 2^10, 575376
splay, 2^11, 574588
veb, 2^8, 1607255
veb, 2^9, 1851677
veb, 2^10, 1796048
veb, 2^11, 1937543
bst, 2^8, 91689
bst, 2^9, 114771
bst, 2^10, 123776
bst, 2^11, 119954
avl, 2^8, 82461
avl, 2^9, 82933
avl, 2^10, 96870
avl, 2^11, 108493
splay, 2^8, 356352
splay, 2^9, 419172
splay, 2^10, 557645
splay, 2^11, 484743
veb, 2^8, 1636992
veb, 2^9, 1700764
veb, 2^10, 1901163
veb, 2^11, 2023104
bst, 2^8, 75186
bst, 2^9, 89304
bst, 2^10, 105898
bst, 2^11, 141989
avl, 2^8, 82083
avl, 2^9, 83697
avl, 2^10, 128487
avl, 2^11, 107138
splay, 2^8, 358476
splay, 2^9, 421367
splay, 2^10, 480002
splay, 2^11, 483538
veb, 2^8, 1471031
veb, 2^9, 1601849
veb, 2^10, 1735111
veb, 2^11, 1866307
bst, 2^8, 76955
bst, 2^9, 89252
bst, 2^10, 107219
bst, 2^11, 143980
avl, 2^8, 84500
avl, 2^9, 82049
avl, 2^10, 98372
avl, 2^11, 109652
splay, 2^8, 375471
splay, 2^9, 502657
splay, 2^10, 490195
splay, 2^11, 484177
veb, 2^8, 1605865
veb, 2^9, 1681931
veb, 2^10, 1604379
veb, 2^11, 1915063
bst, 2^8, 77442
bst, 2^9, 91586
bst, 2^10, 106764
bst, 2^11, 124751
avl, 2^8, 68645
avl, 2^9, 83152
avl, 2^10, 108649
avl, 2^11, 127306
splay, 2^8, 422020
splay, 2^9, 447548
splay, 2^10, 474047
splay, 2^11, 482910
veb, 2^8, 1650593
veb, 2^9, 1607873
veb, 2^10, 1657585
veb, 2^11, 1872169
bst, 2^8, 77271
bst, 2^9, 90176
bst, 2^10, 108421
bst, 2^11, 121665
avl, 2^8, 68904
avl, 2^9, 82410
avl, 2^10, 113882
avl, 2^11, 107693
splay, 2^8, 365651
splay, 2^9, 425396
splay, 2^10, 473369
splay, 2^11, 573245
veb, 2^8, 1439351
veb, 2^9, 1736148
veb, 2^10, 1919338
veb, 2^11, 1788774
bst, 2^8, 76584
bst, 2^9, 88926
bst, 2^10, 113105
bst, 2^11, 119512
avl, 2^8, 68939
avl, 2^9, 95730
avl, 2^10, 111709
avl, 2^11, 123615
splay, 2^8, 361555
splay, 2^9, 418144
splay, 2^10, 478762
splay, 2^11, 543207
veb, 2^8, 1446841
veb, 2^9, 1671519
veb, 2^10, 1914427
veb, 2^11, 1722147
bst, 2^8, 93221
bst, 2^9, 106923
bst, 2^10, 126680
bst, 2^11, 135779
avl, 2^8, 67511
avl, 2^9, 81425
avl, 2^10, 96196
avl, 2^11, 135890
splay, 2^8, 426584
splay, 2^9, 472340
splay, 2^10, 472998
splay, 2^11, 519811
veb, 2^8, 1603114
veb, 2^9, 1499401
veb, 2^10, 1603198
veb, 2^11, 1903427
bst, 2^8, 78359
bst, 2^9, 99648
bst, 2^10, 105999
bst, 2^11, 123282
avl, 2^8, 69327
avl, 2^9, 82574
avl, 2^10, 114872
avl, 2^11, 134301
splay, 2^8, 350689
splay, 2^9, 436178
splay, 2^10, 563746
splay, 2^11, 525156
veb, 2^8, 1664715
veb, 2^9, 1747073
veb, 2^10, 1825415
veb, 2^11, 1868624
bst, 2^8, 76538
bst, 2^9, 89051
bst, 2^10, 127488
bst, 2^11, 141602
avl, 2^8, 68937
avl, 2^9, 98432
avl, 2^10, 112702
avl, 2^11, 126870
splay, 2^8, 428767
splay, 2^9, 498707
splay, 2^10, 563730
splay, 2^11, 576336
veb, 2^8, 1702479
veb, 2^9, 1777780
veb, 2^10, 1908056
veb, 2^11, 2032764
bst, 2^8, 90912
bst, 2^9, 106508
bst, 2^10, 128463
bst, 2^11, 155166
avl, 2^8, 81661
avl, 2^9, 108101
avl, 2^10, 134605
avl, 2^11, 106647
splay, 2^8, 358039
splay, 2^9, 418829
splay, 2^10, 565517
splay, 2^11, 503222
veb, 2^8, 1436699
veb, 2^9, 1597407
veb, 2^10, 1754808
veb, 2^11, 1701082
bst, 2^8, 77942
bst, 2^9, 110480
bst, 2^10, 126040
bst, 2^11, 147544
avl, 2^8, 69838
avl, 2^9, 81951
avl, 2^10, 109090
avl, 2^11, 136288
splay, 2^8, 413294
splay, 2^9, 495850
splay, 2^10, 538809
splay, 2^11, 485104
veb, 2^8, 1622192
veb, 2^9, 1504885
veb, 2^10, 1600603
veb, 2^11, 1997674
bst, 2^8, 77106
bst, 2^9, 90775
bst, 2^10, 107148
bst, 2^11, 123216
avl, 2^8, 69256
avl, 2^9, 100609
avl, 2^10, 115455
avl, 2^11, 107017
splay, 2^8, 352537
splay, 2^9, 418487
splay, 2^10, 476742
splay, 2^11, 485625
veb, 2^8, 1623563
veb, 2^9, 1499035
veb, 2^10, 1604186
veb, 2^11, 1957935
bst, 2^8, 90826
bst, 2^9, 113218
bst, 2^10, 109468
bst, 2^11, 131986
avl, 2^8, 68719
avl, 2^9, 81729
avl, 2^10, 115246
avl, 2^11, 107208
splay, 2^8, 355490
splay, 2^9, 420695
splay, 2^10, 568508
splay, 2^11, 483591
veb, 2^8, 1539930
veb, 2^9, 1499496
veb, 2^10, 1774298
veb, 2^11, 1708939
bst, 2^8, 77381
bst, 2^9, 110674
bst, 2^10, 134831
bst, 2^11, 148242
avl, 2^8, 70804
avl, 2^9, 82492
avl, 2^10, 115125
avl, 2^11, 135657
splay, 2^8, 366747
splay, 2^9, 419351
splay, 2^10, 510774
splay, 2^11, 580389
veb, 2^8, 1436500
veb, 2^9, 1658189
veb, 2^10, 1714483
veb, 2^11, 1703792
bst, 2^8, 75788
bst, 2^9, 87915
bst, 2^10, 107158
bst, 2^11, 118942
avl, 2^8, 81329
avl, 2^9, 82768
avl, 2^10, 94103
avl, 2^11, 125593
splay, 2^8, 422028
splay, 2^9, 510628
splay, 2^10, 477777
splay, 2^11, 482769
veb, 2^8, 1619289
veb, 2^9, 1680991
veb, 2^10, 1601049
veb, 2^11, 1842982
bst, 2^8, 101555
bst, 2^9, 89601
bst, 2^10, 106042
bst, 2^11, 124161
avl, 2^8, 68701
avl, 2^9, 82530
avl, 2^10, 113470
avl, 2^11, 107056
splay, 2^8, 419844
splay, 2^9, 483357
splay, 2^10, 476815
splay, 2^11, 487661
veb, 2^8, 1646969
veb, 2^9, 1501972
veb, 2^10, 1896609
veb, 2^11, 1871101
bst, 2^8, 77973
bst, 2^9, 99111
bst, 2^10, 106760
bst, 2^11, 124918
avl, 2^8, 68294
avl, 2^9, 96139
avl, 2^10, 113228
avl, 2^11, 107698
splay, 2^8, 357292
splay, 2^9, 433762
splay, 2^10, 560159
splay, 2^11, 579338
veb, 2^8, 1554022
veb, 2^9, 1500373
veb, 2^10, 1634362
veb, 2^11, 2026246
bst, 2^8, 91163
bst, 2^9, 90617
bst, 2^10, 119826
bst, 2^11, 122858
avl, 2^8, 67951
avl, 2^9, 81820
avl, 2^10, 95287
avl, 2^11, 106259
splay, 2^8, 352820
splay, 2^9, 418012
splay, 2^10, 476239
splay, 2^11, 557752
veb, 2^8, 1435199
veb, 2^9, 1697644
veb, 2^10, 1858121
veb, 2^11, 1747864
bst, 2^8, 76769
bst, 2^9, 89625
bst, 2^10, 108423
bst, 2^11, 143499
avl, 2^8, 79412
avl, 2^9, 80863
avl, 2^10, 113991
avl, 2^11, 106365
splay, 2^8, 355780
splay, 2^9, 420793
splay, 2^10, 475456
splay, 2^11, 575736
veb, 2^8, 1542894
veb, 2^9, 1689972
veb, 2^10, 1762507
veb, 2^11, 1700884
bst, 2^8, 79000
bst, 2^9, 107313
bst, 2^10, 124311
bst, 2^11, 143820
avl, 2^8, 83916
avl, 2^9, 83328
avl, 2^10, 112314
avl, 2^11, 107225
splay, 2^8, 353664
splay, 2^9, 491218
splay, 2^10, 505792
splay, 2^11, 481074
veb, 2^8, 1600501
veb, 2^9, 1553224
veb, 2^10, 1643777
veb, 2^11, 1700569
bst, 2^8, 74575
bst, 2^9, 103094
bst, 2^10, 126796
bst, 2^11, 142858
avl, 2^8, 68816
avl, 2^9, 98038
avl, 2^10, 96859
avl, 2^11, 127315
splay, 2^8, 417037
splay, 2^9, 469045
splay, 2^10, 477464
splay, 2^11, 592236
veb, 2^8, 1586688
veb, 2^9, 1606869
veb, 2^10, 1789993
veb, 2^11, 1918981
bst, 2^8, 90164
bst, 2^9, 113133
bst, 2^10, 124454
bst, 2^11, 121804
avl, 2^8, 67622
avl, 2^9, 81039
avl, 2^10, 94325
avl, 2^11, 126833
splay, 2^8, 413872
splay, 2^9, 497081
splay, 2^10, 556253
splay, 2^11, 572407
veb, 2^8, 1687725
veb, 2^9, 1785842
veb, 2^10, 1900871
veb, 2^11, 2031005
bst, 2^8, 76959
bst, 2^9, 89518
bst, 2^10, 105056
bst, 2^11, 144326
avl, 2^8, 82023
avl, 2^9, 82329
avl, 2^10, 114796
avl, 2^11, 127911
splay, 2^8, 390610
splay, 2^9, 502956
splay, 2^10, 588890
splay, 2^11, 572709
veb, 2^8, 1711647
veb, 2^9, 1792070
veb, 2^10, 1906962
veb, 2^11, 2019976
bst, 2^8, 91408
bst, 2^9, 106547
bst, 2^10, 126981
bst, 2^11, 144785
avl, 2^8, 83238
avl, 2^9, 97201
avl, 2^10, 113146
avl, 2^11, 105934
splay, 2^8, 358166
splay, 2^9, 421087
splay, 2^10, 476269
splay, 2^11, 486146
veb, 2^8, 1488552
veb, 2^9, 1591080
veb, 2^10, 1705115
veb, 2^11, 1840547
bst, 2^8, 98421
bst, 2^9, 89507
bst, 2^10, 112946
bst, 2^11, 122401
avl, 2^8, 86922
avl, 2^9, 97404
avl, 2^10, 113376
avl, 2^11, 106676
splay, 2^8, 357346
splay, 2^9, 504555
splay, 2^10, 515507
splay, 2^11, 487234
veb, 2^8, 1609164
veb, 2^9, 1711439
veb, 2^10, 1862473
veb, 2^11, 1901575
bst, 2^8, 92578
bst, 2^9, 108489
bst, 2^10, 124316
bst, 2^11, 120398
avl, 2^8, 80420
avl, 2^9, 94963
avl, 2^10, 94197
avl, 2^11, 124567
splay, 2^8, 376446
splay, 2^9, 494701
splay, 2^10, 560484
splay, 2^11, 577586
veb, 2^8, 1469169
veb, 2^9, 1632171
veb, 2^10, 1737818
veb, 2^11, 1873664
bst, 2^8, 88577
bst, 2^9, 110105
bst, 2^10, 105384
bst, 2^11, 118496
avl, 2^8, 81852
avl, 2^9, 82827
avl, 2^10, 96095
avl, 2^11, 107645
splay, 2^8, 352702
splay, 2^9, 489588
splay, 2^10, 527002
splay, 2^11, 534559
veb, 2^8, 1630925
veb, 2^9, 1505350
veb, 2^10, 1600240
veb, 2^11, 1869414
bst, 2^8, 76971
bst, 2^9, 90853
bst, 2^10, 119387
bst, 2^11, 148085
avl, 2^8, 80239
avl, 2^9, 97627
avl, 2^10, 113453
avl, 2^11, 107014
splay, 2^8, 352464
splay, 2^9, 421415
splay, 2^10, 562227
splay, 2^11, 480295
veb, 2^8, 1500372
veb, 2^9, 1602976
veb, 2^10, 1695853
veb, 2^11, 2026554
bst, 2^8, 90587
bst, 2^9, 106653
bst, 2^10, 127826
bst, 2^11, 155210
avl, 2^8, 79655
avl, 2^9, 80089
avl, 2^10, 99475
avl, 2^11, 123863
splay, 2^8, 417757
splay, 2^9, 423507
splay, 2^10, 539856
splay, 2^11, 530933
veb, 2^8, 1569107
veb, 2^9, 1737387
veb, 2^10, 1885203
veb, 2^11, 1844939
bst, 2^8, 91142
bst, 2^9, 105822
bst, 2^10, 125257
bst, 2^11, 123804
avl, 2^8, 69447
avl, 2^9, 81160
avl, 2^10, 113501
avl, 2^11, 116117
splay, 2^8, 353223
splay, 2^9, 421715
splay, 2^10, 552808
