structure, operation, time(ns)
avl, put, 23113496
avl, delete, 24607934
splay, put, 53512
splay, delete, 174211
veb, put, 4290934
veb, delete, 6348155
bst, put, 16533304
bst, delete, 17516
avl, put, 25043377
avl, delete, 23751452
splay, put, 44170
splay, delete, 143112
veb, put, 4530876
veb, delete, 6307196
bst, put, 17575011
bst, delete, 21657
avl, put, 23547554
avl, delete, 23204482
splay, put, 52894
splay, delete, 169863
veb, put, 4426830
veb, delete, 6541543
bst, put, 17439855
bst, delete, 21734
avl, put, 23659594
avl, delete, 22783862
splay, put, 46113
splay, delete, 145561
veb, put, 4364117
veb, delete, 6227059
bst, put, 17307205
bst, delete, 21155
avl, put, 22111204
avl, delete, 24263669
splay, put, 64660
splay, delete, 201978
veb, put, 5199933
veb, delete, 7032917
bst, put, 17033069
bst, delete, 17237
avl, put, 23013074
avl, delete, 23247790
splay, put, 45066
splay, delete, 144915
veb, put, 4989188
veb, delete, 6386213
bst, put, 17184316
bst, delete, 17290
avl, put, 23519677
avl, delete, 24923042
splay, put, 51543
splay, delete, 171461
veb, put, 4974694
veb, delete, 6977363
bst, put, 17942569
bst, delete, 17329
avl, put, 23443671
avl, delete, 22405507
splay, put, 44324
splay, delete, 143480
veb, put, 4365345
veb, delete, 6081314
bst, put, 17663889
bst, delete, 20684
avl, put, 22625631
avl, delete, 22505362
splay, put, 51987
splay, delete, 167610
veb, put, 4898480
veb, delete, 6284395
bst, put, 17553943
bst, delete, 20562
avl, put, 26226118
avl, delete, 23505003
splay, put, 54632
splay, delete, 176385
veb, put, 4997031
veb, delete, 7054600
bst, put, 17767400
bst, delete, 17036
avl, put, 24382427
avl, delete, 22580658
splay, put, 53133
splay, delete, 174368
veb, put, 4276761
veb, delete, 6524785
bst, put, 17065291
bst, delete, 17135
avl, put, 23311590
avl, delete, 25003536
splay, put, 58962
splay, delete, 174859
veb, put, 4995313
veb, delete, 7051092
bst, put, 18175963
bst, delete, 17320
avl, put, 23063391
avl, delete, 23457326
splay, put, 45302
splay, delete, 143536
veb, put, 4536684
veb, delete, 6377750
bst, put, 17527386
bst, delete, 20747
avl, put, 24123127
avl, delete, 23638123
splay, put, 52759
splay, delete, 177098
veb, put, 4637805
veb, delete, 6952541
bst, put, 16890074
bst, delete, 17426
avl, put, 23557977
avl, delete, 25528368
splay, put, 2247592
splay, delete, 256936
veb, put, 6796831
veb, delete, 8854193
bst, put, 17623309
bst, delete, 17035
avl, put, 23180689
avl, delete, 24216334
splay, put, 45501
splay, delete, 144946
veb, put, 4553003
veb, delete, 6533301
bst, put, 17396069
bst, delete, 19942
avl, put, 24320225
avl, delete, 22788847
splay, put, 52880
splay, delete, 168627
veb, put, 4299722
veb, delete, 6525848
bst, put, 16853465
bst, delete, 16738
avl, put, 23741488
avl, delete, 27323554
splay, put, 63539
splay, delete, 210350
veb, put, 5004658
veb, delete, 6570229
bst, put, 16715574
bst, delete, 20319
avl, put, 22944750
avl, delete, 22390058
splay, put, 51334
splay, delete, 166447
veb, put, 4505310
veb, delete, 7008153
bst, put, 17750612
bst, delete, 20283
avl, put, 22119970
avl, delete, 23770690
splay, put, 67918
splay, delete, 177872
veb, put, 4641604
veb, delete, 6379089
bst, put, 18756232
bst, delete, 21320
avl, put, 25649719
avl, delete, 23793540
splay, put, 42355
splay, delete, 147975
veb, put, 4664318
veb, delete, 6577248
bst, put, 16900308
bst, delete, 16987
avl, put, 22886526
avl, delete, 23565578
splay, put, 64041
splay, delete, 201293
veb, put, 5212147
veb, delete, 6545918
bst, put, 17734028
bst, delete, 26662
avl, put, 24091999
avl, delete, 23733396
splay, put, 71815
splay, delete, 197737
veb, put, 5136742
veb, delete, 7019103
bst, put, 17781727
bst, delete, 20360
avl, put, 23320906
avl, delete, 23434723
splay, put, 43346
splay, delete, 146980
veb, put, 4517477
veb, delete, 6532063
bst, put, 17540146
bst, delete, 21074
avl, put, 24579152
avl, delete, 23707525
splay, put, 49063
splay, delete, 172939
veb, put, 4622298
veb, delete, 6567743
bst, put, 17011655
bst, delete, 21270
avl, put, 26214155
avl, delete, 24571262
splay, put, 51178
splay, delete, 177743
veb, put, 4886971
veb, delete, 6355593
bst, put, 17598981
bst, delete, 18006
avl, put, 22492713
avl, delete, 25302889
splay, put, 82335
splay, delete, 204546
veb, put, 4965032
veb, delete, 6704882
bst, put, 17929196
bst, delete, 21222
avl, put, 24069036
avl, delete, 23311840
splay, put, 42579
splay, delete, 142180
veb, put, 4534278
veb, delete, 6489564
